HUMAN2770
HUMAN88357
HUMAN356469
HUMAN386935
HUMAN221120
HUMAN405309
HUMAN59609
HUMAN411546
HUMAN366101
HUMAN379344
HUMAN195596
HUMAN265920
HUMAN406718
HUMAN30352
HUMAN384939
HUMAN35316
HUMAN78855
HUMAN94308
HUMAN163237
HUMAN228470
HUMAN27495
HUMAN234964
HUMAN369428
HUMAN256503
HUMAN282302
HUMAN64681
HUMAN347143
HUMAN165624
HUMAN297246
HUMAN430515
HUMAN146335
HUMAN174037
HUMAN186751
HUMAN431158
HUMAN144705
HUMAN141702
HUMAN61433
HUMAN422594
HUMAN322387
HUMAN16053
HUMAN78734
HUMAN272945
HUMAN273158
HUMAN293459
HUMAN317613
HUMAN363002
HUMAN37249
HUMAN253430
HUMAN298383
HUMAN14201
HUMAN67017
HUMAN118443
HUMAN351418
HUMAN9392
HUMAN87538
HUMAN161100
HUMAN181056
HUMAN328340
HUMAN33252
HUMAN329929
HUMAN196315
HUMAN347913
HUMAN353122
HUMAN71381
HUMAN400066
HUMAN20949
HUMAN275794
HUMAN41106
HUMAN144132
HUMAN166270
HUMAN428346
HUMAN374444
HUMAN322833
HUMAN142180
HUMAN229269
HUMAN371564
HUMAN429625
HUMAN47254
HUMAN243055
HUMAN300720
HUMAN36105
HUMAN29371
HUMAN30297
HUMAN341267
HUMAN404800
HUMAN280158
HUMAN195516
HUMAN33286
HUMAN244841
HUMAN225308
HUMAN28987
HUMAN395258
HUMAN285050
HUMAN403886
HUMAN390542
HUMAN264302
HUMAN47173
HUMAN65001
HUMAN171472
HUMAN175093
HUMAN225847
HUMAN9583
HUMAN163283
HUMAN90232
HUMAN269264
HUMAN122905
HUMAN157655
HUMAN270001
HUMAN227744
HUMAN273587
HUMAN288345
HUMAN77233
HUMAN120854
HUMAN352549
HUMAN120505
HUMAN125222
HUMAN187163
HUMAN397553
HUMAN58931
HUMAN355391
HUMAN428917
HUMAN89122
HUMAN80180
HUMAN229380
HUMAN96159
HUMAN269466
HUMAN254057
HUMAN54683
HUMAN395189
HUMAN317642
HUMAN232973
HUMAN94676
HUMAN94766
HUMAN226419
HUMAN425368
HUMAN241670
HUMAN49171
HUMAN59211
HUMAN297627
HUMAN288281
HUMAN213414
HUMAN373713
HUMAN71737
HUMAN289245
HUMAN15445
HUMAN59916
HUMAN322756
HUMAN418546
HUMAN437727
HUMAN95951
HUMAN412313
HUMAN417716
HUMAN5261
HUMAN302868
HUMAN62705
HUMAN97999
HUMAN208230
HUMAN150684
HUMAN260877
HUMAN221359
HUMAN323795
HUMAN69800
HUMAN167570
HUMAN10291
HUMAN70934
HUMAN178148
HUMAN10137
HUMAN341201
HUMAN53396
HUMAN302172
HUMAN37948
HUMAN40328
HUMAN45089
HUMAN420743
HUMAN211056
HUMAN385819
HUMAN308656
HUMAN299905
HUMAN211452
HUMAN346026
HUMAN241206
HUMAN47690
HUMAN196321
HUMAN117979
HUMAN79876
HUMAN220617
HUMAN388741
HUMAN426247
HUMAN63438
HUMAN140489
HUMAN228708
HUMAN241342
HUMAN230258
HUMAN265865
HUMAN278639
HUMAN146107
HUMAN173851
HUMAN225425
HUMAN416220
HUMAN368995
HUMAN46334
HUMAN397213
HUMAN30681
HUMAN403821
HUMAN213007
HUMAN170121
HUMAN257963
HUMAN247791
HUMAN192348
HUMAN303004
HUMAN22570
HUMAN128264
HUMAN128392
HUMAN119141
HUMAN124046
HUMAN1541
HUMAN421173
HUMAN270209
HUMAN368809
HUMAN216323
HUMAN83754
HUMAN315266
HUMAN203079
HUMAN79134
HUMAN14473
HUMAN251855
HUMAN304983
HUMAN405834
HUMAN305624
HUMAN136328
HUMAN183425
HUMAN128274
HUMAN426899
HUMAN310333
HUMAN167496
HUMAN401463
HUMAN427272
HUMAN122739
HUMAN383309
HUMAN212360
HUMAN132658
HUMAN394155
HUMAN93651
HUMAN218088
HUMAN331895
HUMAN26036
HUMAN391333
HUMAN28369
HUMAN10166
HUMAN296671
HUMAN393703
HUMAN110626
HUMAN382822
HUMAN59729
HUMAN46071
HUMAN204038
HUMAN69009
HUMAN360820
HUMAN68470
HUMAN7629
HUMAN260063
HUMAN261564
HUMAN291225
HUMAN261703
HUMAN293264
HUMAN434678
HUMAN226740
HUMAN18329
HUMAN88370
HUMAN201855
HUMAN377050
HUMAN363505
HUMAN428401
HUMAN394193
HUMAN397034
HUMAN103732
HUMAN310274
HUMAN134084
HUMAN339675
HUMAN12234
HUMAN369499
HUMAN159586
HUMAN356579
HUMAN13356
HUMAN177982
HUMAN264216
HUMAN413717
HUMAN307067
HUMAN9830
HUMAN39558
HUMAN223866
HUMAN418122
HUMAN105703
HUMAN333670
HUMAN42803
HUMAN196943
HUMAN324131
HUMAN248328
HUMAN314295
HUMAN418342
HUMAN357646
HUMAN57000
HUMAN346189
HUMAN283962
HUMAN201200
HUMAN329074
HUMAN140418
HUMAN266564
HUMAN226043
HUMAN18207
HUMAN207653
HUMAN282641
HUMAN40310
HUMAN248756
HUMAN126988
HUMAN319831
HUMAN372137
HUMAN186207
HUMAN165373
HUMAN225953
HUMAN312393
HUMAN68591
HUMAN69412
HUMAN231992
HUMAN232151
HUMAN431026
HUMAN350857
HUMAN31649
HUMAN246577
HUMAN372843
HUMAN24807
HUMAN158948
HUMAN196666
HUMAN245407
HUMAN289127
HUMAN223176
HUMAN333472
HUMAN343057
HUMAN423867
HUMAN1955
HUMAN267625
HUMAN264102
HUMAN485
HUMAN66347
HUMAN399644
HUMAN390606
HUMAN266042
HUMAN240992
HUMAN209562
HUMAN404058
HUMAN95645
HUMAN415922
HUMAN285621
HUMAN163597
HUMAN230462
HUMAN317796
HUMAN274134
HUMAN335475
HUMAN167799
HUMAN406680
HUMAN306356
HUMAN180415
HUMAN294050
HUMAN141591
HUMAN226805
HUMAN409311
HUMAN226263
HUMAN188099
HUMAN377624
HUMAN280063
HUMAN95425
HUMAN203279
HUMAN87415
HUMAN67765
HUMAN270112
HUMAN197371
HUMAN39957
HUMAN411355
HUMAN69169
HUMAN285339
HUMAN308544
HUMAN77439
HUMAN222140
HUMAN388890
HUMAN310369
HUMAN146251
HUMAN184063
HUMAN115656
HUMAN297330
HUMAN161779
HUMAN123529
HUMAN163084
HUMAN14642
HUMAN274822
HUMAN400810
HUMAN359408
HUMAN8275
HUMAN144057
HUMAN272990
HUMAN115128
HUMAN306454
HUMAN212922
HUMAN118259
HUMAN303236
HUMAN131351
HUMAN228067
HUMAN351206
HUMAN43114
HUMAN145084
HUMAN66800
HUMAN226655
HUMAN273925
HUMAN397336
HUMAN353030
HUMAN223255
HUMAN8031
HUMAN324732
HUMAN129344
HUMAN357751
HUMAN296319
HUMAN82627
HUMAN122359
HUMAN161928
HUMAN273834
HUMAN345469
HUMAN178213
HUMAN354315
HUMAN397125
HUMAN243503
HUMAN404703
HUMAN409899
HUMAN227543
HUMAN125020
HUMAN160029
HUMAN182156
HUMAN362173
HUMAN254283
HUMAN315340
HUMAN62464
HUMAN303691
HUMAN192011
HUMAN359838
HUMAN18356
HUMAN86453
HUMAN102342
HUMAN110119
HUMAN292990
HUMAN416795
HUMAN121555
HUMAN195142
HUMAN195277
HUMAN124626
HUMAN245465
HUMAN18599
HUMAN178832
HUMAN108883
HUMAN293441
HUMAN411654
HUMAN382750
HUMAN194723
HUMAN211612
HUMAN292107
HUMAN39396
HUMAN182601
HUMAN357555
HUMAN32295
HUMAN246666
HUMAN243052
HUMAN316373
HUMAN362420
HUMAN435472
HUMAN339005
HUMAN257534
HUMAN333246
HUMAN16020
HUMAN131787
HUMAN143998
HUMAN113493
HUMAN119566
HUMAN182768
HUMAN246128
HUMAN335868
HUMAN265356
HUMAN284469
HUMAN31916
HUMAN382575
HUMAN48678
HUMAN45265
HUMAN133670
HUMAN165504
HUMAN129095
HUMAN309055
HUMAN347345
HUMAN197641
HUMAN225405
HUMAN285740
HUMAN381524
HUMAN16730
HUMAN237663
HUMAN206577
HUMAN221222
HUMAN351616
HUMAN264745
HUMAN204404
HUMAN393362
HUMAN363573
HUMAN233998
HUMAN386533
HUMAN293526
HUMAN134184
HUMAN303273
HUMAN225749
HUMAN140048
HUMAN392831
HUMAN6629
HUMAN82732
HUMAN256708
HUMAN222915
HUMAN270796
HUMAN310453
HUMAN372950
HUMAN91919
HUMAN224041
HUMAN410902
HUMAN414215
HUMAN135438
HUMAN72695
HUMAN112957
HUMAN279552
HUMAN307999
HUMAN389352
HUMAN189481
HUMAN113958
HUMAN71327
HUMAN113966
HUMAN297286
HUMAN387751
HUMAN340176
HUMAN57319
HUMAN58276
HUMAN140880
HUMAN33955
HUMAN381651
HUMAN363752
HUMAN346808
HUMAN164780
HUMAN15304
HUMAN112442
HUMAN59812
HUMAN251895
HUMAN188617
HUMAN138237
HUMAN333153
HUMAN353279
HUMAN34141
HUMAN400564
HUMAN294167
HUMAN24643
HUMAN174503
HUMAN16182
HUMAN348637
HUMAN159585
HUMAN329675
HUMAN334542
HUMAN384550
HUMAN359365
HUMAN204389
HUMAN405021
HUMAN359405
HUMAN395099
HUMAN274374
HUMAN274595
HUMAN416343
HUMAN9675
HUMAN115576
HUMAN207479
HUMAN167866
HUMAN33680
HUMAN109020
HUMAN119751
HUMAN344855
HUMAN217839
HUMAN348964
HUMAN358660
HUMAN349037
HUMAN268510
HUMAN298407
HUMAN189897
HUMAN312968
HUMAN250593
HUMAN325047
HUMAN132228
HUMAN357104
HUMAN208331
HUMAN429593
HUMAN98414
HUMAN255244
HUMAN104947
HUMAN65058
HUMAN169136
HUMAN237074
HUMAN60200
HUMAN25057
HUMAN228744
HUMAN185380
HUMAN41596
HUMAN334081
HUMAN263338
HUMAN84657
HUMAN170057
HUMAN17893
HUMAN331493
HUMAN282889
HUMAN357934
HUMAN407161
HUMAN14418
HUMAN243849
HUMAN211625
HUMAN358565
HUMAN374563
HUMAN278225
HUMAN182187
HUMAN270878
HUMAN69206
HUMAN192863
HUMAN203170
HUMAN39104
HUMAN117217
HUMAN80461
HUMAN415702
HUMAN345140
HUMAN341587
HUMAN35052
HUMAN265713
HUMAN364623
HUMAN333733
HUMAN127426
HUMAN5836
HUMAN82131
HUMAN245374
HUMAN87630
HUMAN298676
HUMAN402669
HUMAN40900
HUMAN124565
HUMAN70186
HUMAN220624
HUMAN253308
HUMAN140758
HUMAN296612
HUMAN385022
HUMAN163742
HUMAN81590
HUMAN39183
HUMAN42365
HUMAN250316
HUMAN190348
HUMAN336644
HUMAN250946
HUMAN310665
HUMAN8345
HUMAN180107
HUMAN403279
HUMAN19065
HUMAN49204
HUMAN204243
HUMAN273451
HUMAN32401
HUMAN12113
HUMAN226145
HUMAN209290
HUMAN47216
HUMAN132817
HUMAN415389
HUMAN151067
HUMAN67406
HUMAN131864
HUMAN18208
HUMAN273357
HUMAN284830
HUMAN399420
HUMAN42501
HUMAN8245
HUMAN85889
HUMAN369445
HUMAN108325
HUMAN363341
HUMAN308340
HUMAN161421
HUMAN414218
HUMAN299850
HUMAN333409
HUMAN357943
HUMAN76316
HUMAN89406
HUMAN210990
HUMAN335486
HUMAN381093
HUMAN368832
HUMAN102952
HUMAN249981
HUMAN167382
HUMAN30182
HUMAN171287
HUMAN241242
HUMAN308486
HUMAN363209
HUMAN397345
HUMAN307901
HUMAN348780
HUMAN289979
HUMAN39857
HUMAN64802
HUMAN267399
HUMAN226370
HUMAN73374
HUMAN127221
HUMAN193116
HUMAN299533
HUMAN26508
HUMAN263218
HUMAN418274
HUMAN40035
HUMAN141785
HUMAN68352
HUMAN21592
HUMAN397517
HUMAN379133
HUMAN251450
HUMAN225045
HUMAN16525
HUMAN163344
HUMAN220759
HUMAN417392
HUMAN331312
HUMAN282903
HUMAN64743
HUMAN247048
HUMAN378045
HUMAN117107
HUMAN120435
HUMAN144789
HUMAN285310
HUMAN207213
HUMAN338511
HUMAN140209
HUMAN225337
HUMAN44600
HUMAN94966
HUMAN260865
HUMAN305733
HUMAN340078
HUMAN380911
HUMAN85705
HUMAN226640
HUMAN321717
HUMAN19641
HUMAN78033
HUMAN135464
HUMAN251857
HUMAN361854
HUMAN11194
HUMAN220245
HUMAN291342
HUMAN314044
HUMAN108534
HUMAN339333
HUMAN396022
HUMAN71088
HUMAN367641
HUMAN385677
HUMAN59460
HUMAN114894
HUMAN404702
HUMAN356000
HUMAN311689
HUMAN12947
HUMAN308359
HUMAN387084
HUMAN227632
HUMAN79516
HUMAN400584
HUMAN388110
HUMAN141497
HUMAN350537
HUMAN109091
HUMAN182603
HUMAN276521
HUMAN227978
HUMAN46812
HUMAN291707
HUMAN311560
HUMAN384245
HUMAN16320
HUMAN60800
HUMAN61027
HUMAN36226
HUMAN53369
HUMAN196403
HUMAN37928
HUMAN66337
HUMAN7259
HUMAN365420
HUMAN144331
HUMAN310698
HUMAN43224
HUMAN213218
HUMAN211102
HUMAN282261
HUMAN267160
HUMAN361126
HUMAN378238
HUMAN72618
HUMAN209304
HUMAN159937
HUMAN112997
HUMAN43038
HUMAN286428
HUMAN4728
HUMAN20031
HUMAN151371
HUMAN157091
HUMAN290096
HUMAN372639
HUMAN37082
HUMAN118005
HUMAN81857
HUMAN6369
HUMAN266657
HUMAN128573
HUMAN310529
HUMAN39525
HUMAN103110
HUMAN426426
HUMAN124604
HUMAN9774
HUMAN181314
HUMAN283434
HUMAN312869
HUMAN409518
HUMAN143621
HUMAN291161
HUMAN435600
HUMAN145248
HUMAN429814
HUMAN168876
HUMAN294423
HUMAN274076
HUMAN256669
HUMAN283654
HUMAN254123
HUMAN31714
HUMAN417006
HUMAN200469
HUMAN162722
HUMAN6420
HUMAN63731
HUMAN300226
HUMAN113738
HUMAN10217
HUMAN11204
HUMAN12185
HUMAN103697
HUMAN138103
HUMAN169775
HUMAN306116
HUMAN209242
HUMAN387596
HUMAN377358
HUMAN61639
HUMAN180682
HUMAN142131
HUMAN79518
HUMAN185575
HUMAN14301
HUMAN34802
HUMAN94999
HUMAN362649
HUMAN213710
HUMAN273096
HUMAN57012
HUMAN116751
HUMAN225467
HUMAN260769
HUMAN260903
HUMAN335581
HUMAN383592
HUMAN272463
HUMAN230438
HUMAN294936
HUMAN415407
HUMAN425455
HUMAN206059
HUMAN37319
HUMAN192361
HUMAN411125
HUMAN84138
HUMAN421233
HUMAN268633
HUMAN313838
HUMAN246976
HUMAN385415
HUMAN387090
HUMAN62711
HUMAN26214
HUMAN307356
HUMAN228068
HUMAN198957
HUMAN237585
HUMAN429043
HUMAN6570
HUMAN294254
HUMAN24653
HUMAN292985
HUMAN213084
HUMAN242263
HUMAN85558
HUMAN171493
HUMAN11816
HUMAN247414
HUMAN336767
HUMAN360507
HUMAN73464
HUMAN245627
HUMAN369086
HUMAN109752
HUMAN136023
HUMAN211407
HUMAN250936
HUMAN193659
HUMAN293278
HUMAN251380
HUMAN292125
HUMAN13378
HUMAN46696
HUMAN328826
HUMAN406030
HUMAN180577
HUMAN299870
HUMAN409967
HUMAN413713
HUMAN352306
HUMAN337906
HUMAN91536
HUMAN34258
HUMAN175479
HUMAN384184
HUMAN64349
HUMAN139418
HUMAN1998
HUMAN164825
HUMAN212653
HUMAN248153
HUMAN383242
HUMAN388474
HUMAN414583
HUMAN65445
HUMAN204592
HUMAN401083
HUMAN438173
HUMAN66998
HUMAN78280
HUMAN315310
HUMAN145438
HUMAN367415
HUMAN133332
HUMAN363065
HUMAN227848
HUMAN345826
HUMAN226213
HUMAN426297
HUMAN271848
HUMAN70363
HUMAN414233
HUMAN106126
HUMAN416235
HUMAN240867
HUMAN305657
HUMAN312639
HUMAN4477
HUMAN104136
HUMAN358303
HUMAN360974
HUMAN18293
HUMAN292508
HUMAN183789
HUMAN281419
HUMAN217010
HUMAN340316
HUMAN224315
HUMAN347561
HUMAN124529
HUMAN182022
HUMAN275601
HUMAN143004
HUMAN277940
HUMAN398960
HUMAN35255
HUMAN154522
HUMAN268053
HUMAN246674
HUMAN160355
HUMAN348312
HUMAN228341
HUMAN408768
HUMAN178319
HUMAN29871
HUMAN344405
HUMAN259708
HUMAN138995
HUMAN354376
HUMAN91262
HUMAN133669
HUMAN346891
HUMAN368327
HUMAN370273
HUMAN348376
HUMAN150596
HUMAN57478
HUMAN182404
HUMAN85005
HUMAN321983
HUMAN271521
HUMAN233325
HUMAN14112
HUMAN79127
HUMAN34778
HUMAN233641
HUMAN135221
HUMAN226421
HUMAN261348
HUMAN301401
HUMAN133121
HUMAN401793
HUMAN48573
HUMAN373312
HUMAN247651
HUMAN326289
HUMAN267705
HUMAN89085
HUMAN179210
HUMAN317091
HUMAN261206
HUMAN25282
HUMAN132365
HUMAN291830
HUMAN291809
HUMAN407539
HUMAN93964
HUMAN131836
HUMAN352339
HUMAN377739
HUMAN45399
HUMAN164690
HUMAN225665
HUMAN268324
HUMAN279525
HUMAN187168
HUMAN162782
HUMAN243021
HUMAN273944
HUMAN246765
HUMAN354853
HUMAN311756
HUMAN122656
HUMAN300318
HUMAN411401
HUMAN260661
HUMAN1266
HUMAN279404
HUMAN96888
HUMAN406785
HUMAN249919
HUMAN307145
HUMAN159392
HUMAN44412
HUMAN182805
HUMAN245675
HUMAN347330
HUMAN139808
HUMAN57780
HUMAN325215
HUMAN270491
HUMAN376534
HUMAN173369
HUMAN204534
HUMAN58839
HUMAN326153
HUMAN397090
HUMAN294775
HUMAN391659
HUMAN377788
HUMAN224790
HUMAN419780
HUMAN303302
HUMAN164917
HUMAN304488
HUMAN340989
HUMAN20886
HUMAN109297
HUMAN79884
HUMAN111502
HUMAN244985
HUMAN253459
HUMAN390070
HUMAN266048
HUMAN65226
HUMAN219327
HUMAN83244
HUMAN132614
HUMAN317173
HUMAN346576
HUMAN309113
HUMAN308798
HUMAN44317
HUMAN65800
HUMAN351724
HUMAN400711
HUMAN403904
HUMAN205961
HUMAN306976
HUMAN197108
HUMAN394318
HUMAN42814
HUMAN187152
HUMAN276456
HUMAN288863
HUMAN26582
HUMAN196986
HUMAN278351
HUMAN277366
HUMAN41840
HUMAN209257
HUMAN357927
HUMAN30437
HUMAN310553
HUMAN396371
HUMAN73687
HUMAN265665
HUMAN4544
HUMAN243261
HUMAN252012
HUMAN151243
HUMAN90335
HUMAN78876
HUMAN65083
HUMAN124050
HUMAN176586
HUMAN201038
HUMAN335468
HUMAN319484
HUMAN162633
HUMAN205640
HUMAN223837
HUMAN264809
HUMAN408260
HUMAN277564
HUMAN148418
HUMAN115465
HUMAN90988
HUMAN103088
HUMAN151735
HUMAN268664
HUMAN321792
HUMAN64427
HUMAN98086
HUMAN405710
HUMAN259872
HUMAN40242
HUMAN273466
HUMAN53231
HUMAN396488
HUMAN323546
