accession	arc_trans_count	arc_trans_all	bac_trans_count	bac_trans_all	arc_trans_proportion	bac_trans_proportion	fold change
COG5584	0.0	11347	13.0	455582	0.0	2.853492894802692e-05	0.0
COG5570	0.0	11347	13.0	455582	0.0	2.853492894802692e-05	0.0
COG4844	0.0	11347	13.0	455582	0.0	2.853492894802692e-05	0.0
COG2363	0.0	11347	12.0	455582	0.0	2.633993441356331e-05	0.0
COG4466	0.0	11347	12.0	455582	0.0	2.633993441356331e-05	0.0
COG5509	0.0	11347	12.0	455582	0.0	2.633993441356331e-05	0.0
COG1654	0.0	11347	12.0	455582	0.0	2.633993441356331e-05	0.0
COG3636	0.0	11347	12.0	455582	0.0	2.633993441356331e-05	0.0
COG4679	0.0	11347	12.0	455582	0.0	2.633993441356331e-05	0.0
COG1722	0.0	11347	12.0	455582	0.0	2.633993441356331e-05	0.0
COG2900	0.0	11347	11.0	455582	0.0	2.41449398790997e-05	0.0
COG2510	0.0	11347	11.0	455582	0.0	2.41449398790997e-05	0.0
COG2732	0.0	11347	11.0	455582	0.0	2.41449398790997e-05	0.0
COG5646	0.0	11347	10.0	455582	0.0	2.194994534463609e-05	0.0
COG0718	0.0	11347	10.0	455582	0.0	2.194994534463609e-05	0.0
COG3905	0.0	11347	10.0	455582	0.0	2.194994534463609e-05	0.0
COG3070	0.0	11347	10.0	455582	0.0	2.194994534463609e-05	0.0
COG1324	0.0	11347	9.0	455582	0.0	1.9754950810172482e-05	0.0
COG1430	0.0	11347	9.0	455582	0.0	1.9754950810172482e-05	0.0
COG0517	0.0	11347	9.0	455582	0.0	1.9754950810172482e-05	0.0
COG5565	0.0	11347	9.0	455582	0.0	1.9754950810172482e-05	0.0
COG2913	0.0	11347	9.0	455582	0.0	1.9754950810172482e-05	0.0
COG4691	0.0	11347	9.0	455582	0.0	1.9754950810172482e-05	0.0
COG5450	0.0	11347	8.0	455582	0.0	1.7559956275708873e-05	0.0
COG3530	0.0	11347	8.0	455582	0.0	1.7559956275708873e-05	0.0
COG1264	0.0	11347	8.0	455582	0.0	1.7559956275708873e-05	0.0
COG4311	0.0	11347	8.0	455582	0.0	1.7559956275708873e-05	0.0
COG5471	0.0	11347	8.0	455582	0.0	1.7559956275708873e-05	0.0
COG3036	0.0	11347	8.0	455582	0.0	1.7559956275708873e-05	0.0
COG4829	0.0	11347	8.0	455582	0.0	1.7559956275708873e-05	0.0
COG0140	0.0	11347	8.0	455582	0.0	1.7559956275708873e-05	0.0
COG0721	0.0	11347	8.0	455582	0.0	1.7559956275708873e-05	0.0
COG3251	0.0	11347	7.0	455582	0.0	1.5364961741245264e-05	0.0
COG4338	0.0	11347	7.0	455582	0.0	1.5364961741245264e-05	0.0
COG5481	0.0	11347	7.0	455582	0.0	1.5364961741245264e-05	0.0
COG1551	0.0	11347	7.0	455582	0.0	1.5364961741245264e-05	0.0
COG5294	0.0	11347	7.0	455582	0.0	1.5364961741245264e-05	0.0
COG0594	0.0	11347	7.0	455582	0.0	1.5364961741245264e-05	0.0
COG2440	0.0	11347	7.0	455582	0.0	1.5364961741245264e-05	0.0
COG1694	0.0	11347	7.0	455582	0.0	1.5364961741245264e-05	0.0
COG3100	0.0	11347	7.0	455582	0.0	1.5364961741245264e-05	0.0
COG4423	0.0	11347	6.0	455582	0.0	1.3169967206781655e-05	0.0
COG2198	0.0	11347	6.0	455582	0.0	1.3169967206781655e-05	0.0
COG5460	0.0	11347	6.0	455582	0.0	1.3169967206781655e-05	0.0
COG5508	0.0	11347	6.0	455582	0.0	1.3169967206781655e-05	0.0
COG4495	0.0	11347	6.0	455582	0.0	1.3169967206781655e-05	0.0
COG2151	0.0	11347	6.0	455582	0.0	1.3169967206781655e-05	0.0
COG3304	0.0	11347	6.0	455582	0.0	1.3169967206781655e-05	0.0
COG0073	0.0	11347	6.0	455582	0.0	1.3169967206781655e-05	0.0
COG2372	0.0	11347	6.0	455582	0.0	1.3169967206781655e-05	0.0
COG5194	0.0	11347	5.0	455582	0.0	1.0974972672318046e-05	0.0
COG1569	0.0	11347	5.0	455582	0.0	1.0974972672318046e-05	0.0
COG2329	0.0	11347	5.0	455582	0.0	1.0974972672318046e-05	0.0
COG4895	0.0	11347	5.0	455582	0.0	1.0974972672318046e-05	0.0
COG2886	0.0	11347	5.0	455582	0.0	1.0974972672318046e-05	0.0
COG0228	0.0	11347	5.0	455582	0.0	1.0974972672318046e-05	0.0
COG3052	0.0	11347	5.0	455582	0.0	1.0974972672318046e-05	0.0
COG4969	0.0	11347	5.0	455582	0.0	1.0974972672318046e-05	0.0
COG5349	0.0	11347	5.0	455582	0.0	1.0974972672318046e-05	0.0
COG1605	0.0	11347	5.0	455582	0.0	1.0974972672318046e-05	0.0
COG0199	0.0	11347	5.0	455582	0.0	1.0974972672318046e-05	0.0
COG3657	0.0	11347	5.0	455582	0.0	1.0974972672318046e-05	0.0
COG1733	0.0	11347	5.0	455582	0.0	1.0974972672318046e-05	0.0
COG5568	0.0	11347	5.0	455582	0.0	1.0974972672318046e-05	0.0
COG3254	0.0	11347	5.0	455582	0.0	1.0974972672318046e-05	0.0
COG4416	0.0	11347	5.0	455582	0.0	1.0974972672318046e-05	0.0
COG1396	0.0	11347	5.0	455582	0.0	1.0974972672318046e-05	0.0
COG4891	0.0	11347	4.0	455582	0.0	8.779978137854436e-06	0.0
COG2975	0.0	11347	4.0	455582	0.0	8.779978137854436e-06	0.0
COG2259	0.0	11347	4.0	455582	0.0	8.779978137854436e-06	0.0
COG4710	0.0	11347	4.0	455582	0.0	8.779978137854436e-06	0.0
COG0238	0.0	11347	4.0	455582	0.0	8.779978137854436e-06	0.0
COG0394	0.0	11347	4.0	455582	0.0	8.779978137854436e-06	0.0
COG1828	0.0	11347	4.0	455582	0.0	8.779978137854436e-06	0.0
COG4309	0.0	11347	4.0	455582	0.0	8.779978137854436e-06	0.0
COG5302	0.0	11347	4.0	455582	0.0	8.779978137854436e-06	0.0
COG5583	0.0	11347	4.0	455582	0.0	8.779978137854436e-06	0.0
COG4746	0.0	11347	4.0	455582	0.0	8.779978137854436e-06	0.0
COG3309	0.0	11347	4.0	455582	0.0	8.779978137854436e-06	0.0
COG0091	0.0	11347	4.0	455582	0.0	8.779978137854436e-06	0.0
COG0360	0.0	11347	4.0	455582	0.0	8.779978137854436e-06	0.0
COG3324	0.0	11347	3.0	455582	0.0	6.584983603390827e-06	0.0
COG0375	0.0	11347	3.0	455582	0.0	6.584983603390827e-06	0.0
COG3848	0.0	11347	3.0	455582	0.0	6.584983603390827e-06	0.0
COG0848	0.0	11347	3.0	455582	0.0	6.584983603390827e-06	0.0
COG1990	0.0	11347	3.0	455582	0.0	6.584983603390827e-06	0.0
COG3433	0.0	11347	3.0	455582	0.0	6.584983603390827e-06	0.0
COG0203	0.0	11347	3.0	455582	0.0	6.584983603390827e-06	0.0
COG3686	0.0	11347	3.0	455582	0.0	6.584983603390827e-06	0.0
COG2051	0.0	11347	3.0	455582	0.0	6.584983603390827e-06	0.0
COG4634	0.0	11347	3.0	455582	0.0	6.584983603390827e-06	0.0
COG3908	0.0	11347	3.0	455582	0.0	6.584983603390827e-06	0.0
COG0023	0.0	11347	3.0	455582	0.0	6.584983603390827e-06	0.0
COG4367	0.0	11347	3.0	455582	0.0	6.584983603390827e-06	0.0
COG0784	0.0	11347	3.0	455582	0.0	6.584983603390827e-06	0.0
COG3750	0.0	11347	3.0	455582	0.0	6.584983603390827e-06	0.0
COG3089	0.0	11347	3.0	455582	0.0	6.584983603390827e-06	0.0
COG0792	0.0	11347	3.0	455582	0.0	6.584983603390827e-06	0.0
COG0093	0.0	11347	3.0	455582	0.0	6.584983603390827e-06	0.0
COG3671	0.0	11347	3.0	455582	0.0	6.584983603390827e-06	0.0
COG2018	0.0	11347	3.0	455582	0.0	6.584983603390827e-06	0.0
COG1708	0.0	11347	3.0	455582	0.0	6.584983603390827e-06	0.0
COG2944	0.0	11347	3.0	455582	0.0	6.584983603390827e-06	0.0
COG2921	0.0	11347	3.0	455582	0.0	6.584983603390827e-06	0.0
COG0295	0.0	11347	2.0	455582	0.0	4.389989068927218e-06	0.0
COG2010	0.0	11347	2.0	455582	0.0	4.389989068927218e-06	0.0
COG1302	0.0	11347	2.0	455582	0.0	4.389989068927218e-06	0.0
COG0818	0.0	11347	2.0	455582	0.0	4.389989068927218e-06	0.0
COG5428	0.0	11347	2.0	455582	0.0	4.389989068927218e-06	0.0
COG4568	0.0	11347	2.0	455582	0.0	4.389989068927218e-06	0.0
COG4572	0.0	11347	2.0	455582	0.0	4.389989068927218e-06	0.0
COG5626	0.0	11347	2.0	455582	0.0	4.389989068927218e-06	0.0
COG1553	0.0	11347	2.0	455582	0.0	4.389989068927218e-06	0.0
COG4824	0.0	11347	2.0	455582	0.0	4.389989068927218e-06	0.0
COG4454	0.0	11347	2.0	455582	0.0	4.389989068927218e-06	0.0
COG0255	0.0	11347	2.0	455582	0.0	4.389989068927218e-06	0.0
COG1487	0.0	11347	2.0	455582	0.0	4.389989068927218e-06	0.0
COG1981	0.0	11347	2.0	455582	0.0	4.389989068927218e-06	0.0
COG0386	0.0	11347	2.0	455582	0.0	4.389989068927218e-06	0.0
COG3556	0.0	11347	2.0	455582	0.0	4.389989068927218e-06	0.0
COG4837	0.0	11347	2.0	455582	0.0	4.389989068927218e-06	0.0
COG1888	0.0	11347	2.0	455582	0.0	4.389989068927218e-06	0.0
COG1993	0.0	11347	2.0	455582	0.0	4.389989068927218e-06	0.0
COG3860	0.0	11347	2.0	455582	0.0	4.389989068927218e-06	0.0
COG4830	0.0	11347	2.0	455582	0.0	4.389989068927218e-06	0.0
COG2033	0.0	11347	2.0	455582	0.0	4.389989068927218e-06	0.0
COG3130	0.0	11347	2.0	455582	0.0	4.389989068927218e-06	0.0
COG3813	0.0	11347	2.0	455582	0.0	4.389989068927218e-06	0.0
COG0292	0.0	11347	2.0	455582	0.0	4.389989068927218e-06	0.0
COG2938	0.0	11347	2.0	455582	0.0	4.389989068927218e-06	0.0
COG3564	0.0	11347	2.0	455582	0.0	4.389989068927218e-06	0.0
COG5341	0.0	11347	2.0	455582	0.0	4.389989068927218e-06	0.0
COG0261	0.0	11347	2.0	455582	0.0	4.389989068927218e-06	0.0
COG4259	0.0	11347	2.0	455582	0.0	4.389989068927218e-06	0.0
COG4768	0.0	11347	2.0	455582	0.0	4.389989068927218e-06	0.0
COG0251	0.0	11347	2.0	455582	0.0	4.389989068927218e-06	0.0
COG2009	0.0	11347	2.0	455582	0.0	4.389989068927218e-06	0.0
COG5552	0.0	11347	2.0	455582	0.0	4.389989068927218e-06	0.0
COG0242	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG3502	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG3193	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG5051	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG5550	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG2924	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG1447	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG1825	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG3476	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG5304	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG3133	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG4922	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG1734	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG5439	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG1594	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG5447	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG4390	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG4968	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG5478	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG3865	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG4933	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG5488	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG5559	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG3370	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG1998	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG3586	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG3729	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG5469	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG4840	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG0757	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG4566	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG2044	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG3783	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG3978	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG3744	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG2361	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG4892	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG3514	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG3111	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG2058	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG4859	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG1585	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG1959	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG4270	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG1546	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG3742	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG2351	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG2004	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG1815	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG4570	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG1416	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG4803	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG5614	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG5462	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG4852	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG2315	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG4551	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG1683	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG0344	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG3038	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG1371	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG3862	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG5515	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG3238	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG3615	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG3788	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG3189	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG5500	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG0711	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG3811	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG4704	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG2402	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG4954	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG2105	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG1937	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG3134	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG1846	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG5433	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG2910	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG0736	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
COG3526	0.0	11347	1.0	455582	0.0	2.194994534463609e-06	0.0
