accession	bac_trans_count	bac_trans_all	bac_not_trans_count	bac_not_trans_all	bac_trans_proportion	bac_not_trans_proportion	bac_trans_fold_change
COG3027	0.0	455582.0	5272.0	4292445.0	0.0	0.0012282044382630412	0.0
COG4281	0.0	455582.0	5204.0	4292445.0	0.0	0.0012123626511230778	0.0
COG4443	0.0	455582.0	4671.0	4292445.0	0.0	0.001088190996040718	0.0
COG5639	0.0	455582.0	3905.0	4292445.0	0.0	0.0009097379232581897	0.0
COG1544	0.0	455582.0	3673.0	4292445.0	0.0	0.0008556894730159618	0.0
COG0198	0.0	455582.0	3628.0	4292445.0	0.0	0.000845205937408633	0.0
COG3798	0.0	455582.0	3355.0	4292445.0	0.0	0.000781605821390839	0.0
COG5425	0.0	455582.0	3232.0	4292445.0	0.0	0.0007529508240641406	0.0
COG4224	0.0	455582.0	2590.0	4292445.0	0.0	0.0006033857160662513	0.0
COG3492	0.0	455582.0	2486.0	4292445.0	0.0	0.000579157100440425	0.0
COG3460	0.0	455582.0	2424.0	4292445.0	0.0	0.0005647131180481055	0.0
COG2901	0.0	455582.0	2051.0	4292445.0	0.0	0.00047781625623624765	0.0
COG0051	0.0	455582.0	1917.0	4292445.0	0.0	0.0004465986168722022	0.0
COG1342	0.0	455582.0	1615.0	4292445.0	0.0	0.0003762424445741297	0.0
COG3553	0.0	455582.0	1477.0	4292445.0	0.0	0.00034409293537832167	0.0
COG3906	0.0	455582.0	1453.0	4292445.0	0.0	0.0003385017163877464	0.0
COG3461	0.0	455582.0	1439.0	4292445.0	0.0	0.00033524017197657745	0.0
COG2880	0.0	455582.0	1164.0	4292445.0	0.0	0.0002711741210429021	0.0
COG4321	0.0	455582.0	1125.0	4292445.0	0.0	0.0002620883901832173	0.0
COG0831	0.0	455582.0	991.0	4292445.0	0.0	0.00023087075081917183	0.0
COG2739	0.0	455582.0	962.0	4292445.0	0.0	0.00022411469453889333	0.0
COG2824	0.0	455582.0	876.0	4292445.0	0.0	0.0002040794931559985	0.0
COG5554	0.0	455582.0	865.0	4292445.0	0.0	0.0002015168511186515	0.0
COG4479	0.0	455582.0	801.0	4292445.0	0.0	0.0001866069338104507	0.0
COG4483	0.0	455582.0	751.0	4292445.0	0.0	0.0001749585609134188	0.0
COG2916	0.0	455582.0	724.0	4292445.0	0.0	0.0001686684395490216	0.0
COG4476	0.0	455582.0	704.0	4292445.0	0.0	0.00016400909039020884	0.0
COG2920	0.0	455582.0	677.0	4292445.0	0.0	0.00015771896902581163	0.0
COG3139	0.0	455582.0	652.0	4292445.0	0.0	0.00015189478257729568	0.0
COG5420	0.0	455582.0	641.0	4292445.0	0.0	0.00014933214053994867	0.0
COG5503	0.0	455582.0	569.0	4292445.0	0.0	0.00013255848356822278	0.0
COG0256	0.0	455582.0	540.0	4292445.0	0.0	0.00012580242728794428	0.0
COG0858	0.0	455582.0	506.0	4292445.0	0.0	0.00011788153371796261	0.0
COG1531	0.0	455582.0	476.0	4292445.0	0.0	0.00011089250997974347	0.0
COG4471	0.0	455582.0	458.0	4292445.0	0.0	0.00010669909573681201	0.0
COG3512	0.0	455582.0	452.0	4292445.0	0.0	0.00010530129098916817	0.0
COG2973	0.0	455582.0	442.0	4292445.0	0.0	0.0001029716164097618	0.0
COG4841	0.0	455582.0	423.0	4292445.0	0.0	9.854523470888969e-05	0.0
COG0832	0.0	455582.0	382.0	4292445.0	0.0	8.899356893332355e-05	0.0
COG3082	0.0	455582.0	376.0	4292445.0	0.0	8.759576418567972e-05	0.0
COG2012	0.0	455582.0	342.0	4292445.0	0.0	7.967487061569805e-05	0.0
COG3141	0.0	455582.0	341.0	4292445.0	0.0	7.94419031577574e-05	0.0
COG3691	0.0	455582.0	338.0	4292445.0	0.0	7.87430007839355e-05	0.0
COG0799	0.0	455582.0	325.0	4292445.0	0.0	7.571442383070721e-05	0.0
COG4703	0.0	455582.0	324.0	4292445.0	0.0	7.548145637276657e-05	0.0
COG5489	0.0	455582.0	318.0	4292445.0	0.0	7.408365162512275e-05	0.0
COG5119	0.0	455582.0	302.0	4292445.0	0.0	7.035617229807254e-05	0.0
COG4838	0.0	455582.0	297.0	4292445.0	0.0	6.919133500836936e-05	0.0
COG4997	0.0	455582.0	297.0	4292445.0	0.0	6.919133500836936e-05	0.0
COG2092	0.0	455582.0	295.0	4292445.0	0.0	6.872540009248809e-05	0.0
COG0335	0.0	455582.0	293.0	4292445.0	0.0	6.82594651766068e-05	0.0
COG1965	0.0	455582.0	288.0	4292445.0	0.0	6.709462788690362e-05	0.0
COG3074	0.0	455582.0	283.0	4292445.0	0.0	6.592979059720043e-05	0.0
COG4683	0.0	455582.0	280.0	4292445.0	0.0	6.523088822337851e-05	0.0
COG3824	0.0	455582.0	260.0	4292445.0	0.0	6.0571539064565765e-05	0.0
COG3795	0.0	455582.0	258.0	4292445.0	0.0	6.010560414868449e-05	0.0
COG0789	0.0	455582.0	253.0	4292445.0	0.0	5.8940766858981306e-05	0.0
COG0526	0.0	455582.0	246.0	4292445.0	0.0	5.730999465339684e-05	0.0
COG4898	0.0	455582.0	238.0	4292445.0	0.0	5.544625498987174e-05	0.0
COG5507	0.0	455582.0	233.0	4292445.0	0.0	5.428141770016855e-05	0.0
COG0139	0.0	455582.0	233.0	4292445.0	0.0	5.428141770016855e-05	0.0
COG5417	0.0	455582.0	233.0	4292445.0	0.0	5.428141770016855e-05	0.0
COG5586	0.0	455582.0	215.0	4292445.0	0.0	5.008800345723707e-05	0.0
COG3536	0.0	455582.0	212.0	4292445.0	0.0	4.938910108341516e-05	0.0
COG3450	0.0	455582.0	198.0	4292445.0	0.0	4.6127556672246237e-05	0.0
COG5513	0.0	455582.0	198.0	4292445.0	0.0	4.6127556672246237e-05	0.0
COG3140	0.0	455582.0	197.0	4292445.0	0.0	4.58945892143056e-05	0.0
COG3084	0.0	455582.0	196.0	4292445.0	0.0	4.566162175636496e-05	0.0
COG4226	0.0	455582.0	190.0	4292445.0	0.0	4.4263817008721134e-05	0.0
COG1761	0.0	455582.0	173.0	4292445.0	0.0	4.03033702237303e-05	0.0
COG4378	0.0	455582.0	172.0	4292445.0	0.0	4.007040276578966e-05	0.0
COG1997	0.0	455582.0	164.0	4292445.0	0.0	3.820666310226456e-05	0.0
COG3682	0.0	455582.0	164.0	4292445.0	0.0	3.820666310226456e-05	0.0
COG4896	0.0	455582.0	161.0	4292445.0	0.0	3.750776072844265e-05	0.0
COG2139	0.0	455582.0	155.0	4292445.0	0.0	3.6109955980798825e-05	0.0
COG3269	0.0	455582.0	153.0	4292445.0	0.0	3.5644021064917544e-05	0.0
COG5216	0.0	455582.0	147.0	4292445.0	0.0	3.424621631727372e-05	0.0
COG3785	0.0	455582.0	144.0	4292445.0	0.0	3.354731394345181e-05	0.0
COG1383	0.0	455582.0	132.0	4292445.0	0.0	3.075170444816416e-05	0.0
COG0346	0.0	455582.0	130.0	4292445.0	0.0	3.0285769532282883e-05	0.0
COG4467	0.0	455582.0	129.0	4292445.0	0.0	3.0052802074342246e-05	0.0
COG1400	0.0	455582.0	124.0	4292445.0	0.0	2.8887964784639057e-05	0.0
COG1588	0.0	455582.0	123.0	4292445.0	0.0	2.865499732669842e-05	0.0
COG2892	0.0	455582.0	120.0	4292445.0	0.0	2.795609495287651e-05	0.0
COG0720	0.0	455582.0	116.0	4292445.0	0.0	2.7024225121113958e-05	0.0
COG2157	0.0	455582.0	109.0	4292445.0	0.0	2.5393452915529495e-05	0.0
COG1433	0.0	455582.0	109.0	4292445.0	0.0	2.5393452915529495e-05	0.0
COG4517	0.0	455582.0	105.0	4292445.0	0.0	2.4461583083766944e-05	0.0
COG4043	0.0	455582.0	101.0	4292445.0	0.0	2.3529713252004392e-05	0.0
COG2451	0.0	455582.0	100.0	4292445.0	0.0	2.3296745794063755e-05	0.0
COG1504	0.0	455582.0	98.0	4292445.0	0.0	2.283081087818248e-05	0.0
COG2412	0.0	455582.0	98.0	4292445.0	0.0	2.283081087818248e-05	0.0
COG3761	0.0	455582.0	95.0	4292445.0	0.0	2.2131908504360567e-05	0.0
COG2923	0.0	455582.0	92.0	4292445.0	0.0	2.1433006130538656e-05	0.0
COG3215	0.0	455582.0	91.0	4292445.0	0.0	2.120003867259802e-05	0.0
COG1943	0.0	455582.0	90.0	4292445.0	0.0	2.0967071214657382e-05	0.0
COG1539	0.0	455582.0	89.0	4292445.0	0.0	2.073410375671674e-05	0.0
COG5561	0.0	455582.0	89.0	4292445.0	0.0	2.073410375671674e-05	0.0
COG2764	0.0	455582.0	89.0	4292445.0	0.0	2.073410375671674e-05	0.0
COG4802	0.0	455582.0	84.0	4292445.0	0.0	1.9569266467013556e-05	0.0
COG4810	0.0	455582.0	78.0	4292445.0	0.0	1.817146171936973e-05	0.0
COG3628	0.0	455582.0	68.0	4292445.0	0.0	1.5841787139963354e-05	0.0
COG3098	0.0	455582.0	63.0	4292445.0	0.0	1.4676949850260167e-05	0.0
COG2167	0.0	455582.0	62.0	4292445.0	0.0	1.4443982392319529e-05	0.0
COG4718	0.0	455582.0	59.0	4292445.0	0.0	1.3745080018497616e-05	0.0
COG2445	0.0	455582.0	57.0	4292445.0	0.0	1.3279145102616342e-05	0.0
COG3466	0.0	455582.0	56.0	4292445.0	0.0	1.3046177644675703e-05	0.0
COG3277	0.0	455582.0	54.0	4292445.0	0.0	1.2580242728794429e-05	0.0
COG4911	0.0	455582.0	53.0	4292445.0	0.0	1.234727527085379e-05	0.0
COG2097	0.0	455582.0	52.0	4292445.0	0.0	1.2114307812913153e-05	0.0
COG1698	0.0	455582.0	52.0	4292445.0	0.0	1.2114307812913153e-05	0.0
COG1725	0.0	455582.0	50.0	4292445.0	0.0	1.1648372897031878e-05	0.0
COG4538	0.0	455582.0	50.0	4292445.0	0.0	1.1648372897031878e-05	0.0
COG5227	0.0	455582.0	50.0	4292445.0	0.0	1.1648372897031878e-05	0.0
COG4817	0.0	455582.0	48.0	4292445.0	0.0	1.1182437981150604e-05	0.0
COG2158	0.0	455582.0	44.0	4292445.0	0.0	1.0250568149388052e-05	0.0
COG0824	0.0	455582.0	42.0	4292445.0	0.0	9.784633233506778e-06	0.0
COG1631	0.0	455582.0	41.0	4292445.0	0.0	9.55166577556614e-06	0.0
COG4357	0.0	455582.0	40.0	4292445.0	0.0	9.318698317625502e-06	0.0
COG1334	0.0	455582.0	39.0	4292445.0	0.0	9.085730859684865e-06	0.0
COG3877	0.0	455582.0	39.0	4292445.0	0.0	9.085730859684865e-06	0.0
COG4737	0.0	455582.0	37.0	4292445.0	0.0	8.61979594380359e-06	0.0
COG5442	0.0	455582.0	34.0	4292445.0	0.0	7.920893569981677e-06	0.0
COG3791	0.0	455582.0	34.0	4292445.0	0.0	7.920893569981677e-06	0.0
COG4994	0.0	455582.0	32.0	4292445.0	0.0	7.454958654100402e-06	0.0
COG0662	0.0	455582.0	32.0	4292445.0	0.0	7.454958654100402e-06	0.0
COG1460	0.0	455582.0	31.0	4292445.0	0.0	7.221991196159764e-06	0.0
COG2174	0.0	455582.0	31.0	4292445.0	0.0	7.221991196159764e-06	0.0
COG1369	0.0	455582.0	30.0	4292445.0	0.0	6.989023738219127e-06	0.0
COG3801	0.0	455582.0	30.0	4292445.0	0.0	6.989023738219127e-06	0.0
COG0099	0.0	455582.0	28.0	4292445.0	0.0	6.5230888223378515e-06	0.0
COG1727	0.0	455582.0	27.0	4292445.0	0.0	6.2901213643972145e-06	0.0
COG3561	0.0	455582.0	26.0	4292445.0	0.0	6.057153906456577e-06	0.0
COG5499	0.0	455582.0	24.0	4292445.0	0.0	5.591218990575302e-06	0.0
COG4873	0.0	455582.0	24.0	4292445.0	0.0	5.591218990575302e-06	0.0
COG2207	0.0	455582.0	23.0	4292445.0	0.0	5.358251532634664e-06	0.0
COG3171	0.0	455582.0	22.0	4292445.0	0.0	5.125284074694026e-06	0.0
COG2852	0.0	455582.0	21.0	4292445.0	0.0	4.892316616753389e-06	0.0
COG3097	0.0	455582.0	21.0	4292445.0	0.0	4.892316616753389e-06	0.0
COG2926	0.0	455582.0	21.0	4292445.0	0.0	4.892316616753389e-06	0.0
COG3679	0.0	455582.0	19.0	4292445.0	0.0	4.426381700872113e-06	0.0
COG0537	0.0	455582.0	19.0	4292445.0	0.0	4.426381700872113e-06	0.0
COG0432	0.0	455582.0	19.0	4292445.0	0.0	4.426381700872113e-06	0.0
COG3565	0.0	455582.0	18.0	4292445.0	0.0	4.193414242931476e-06	0.0
COG1225	0.0	455582.0	18.0	4292445.0	0.0	4.193414242931476e-06	0.0
COG4888	0.0	455582.0	17.0	4292445.0	0.0	3.9604467849908385e-06	0.0
COG5352	0.0	455582.0	16.0	4292445.0	0.0	3.727479327050201e-06	0.0
COG1490	0.0	455582.0	15.0	4292445.0	0.0	3.4945118691095636e-06	0.0
COG4009	0.0	455582.0	15.0	4292445.0	0.0	3.4945118691095636e-06	0.0
COG4707	0.0	455582.0	15.0	4292445.0	0.0	3.4945118691095636e-06	0.0
COG1848	0.0	455582.0	14.0	4292445.0	0.0	3.2615444111689258e-06	0.0
COG5649	0.0	455582.0	14.0	4292445.0	0.0	3.2615444111689258e-06	0.0
COG0853	0.0	455582.0	14.0	4292445.0	0.0	3.2615444111689258e-06	0.0
COG4530	0.0	455582.0	13.0	4292445.0	0.0	3.0285769532282883e-06	0.0
COG3018	0.0	455582.0	12.0	4292445.0	0.0	2.795609495287651e-06	0.0
COG5045	0.0	455582.0	12.0	4292445.0	0.0	2.795609495287651e-06	0.0
COG2126	0.0	455582.0	12.0	4292445.0	0.0	2.795609495287651e-06	0.0
COG2250	0.0	455582.0	12.0	4292445.0	0.0	2.795609495287651e-06	0.0
COG1516	0.0	455582.0	12.0	4292445.0	0.0	2.795609495287651e-06	0.0
COG4319	0.0	455582.0	12.0	4292445.0	0.0	2.795609495287651e-06	0.0
COG3631	0.0	455582.0	11.0	4292445.0	0.0	2.562642037347013e-06	0.0
COG1764	0.0	455582.0	11.0	4292445.0	0.0	2.562642037347013e-06	0.0
COG3388	0.0	455582.0	11.0	4292445.0	0.0	2.562642037347013e-06	0.0
COG2210	0.0	455582.0	10.0	4292445.0	0.0	2.3296745794063756e-06	0.0
COG3654	0.0	455582.0	10.0	4292445.0	0.0	2.3296745794063756e-06	0.0
COG4352	0.0	455582.0	10.0	4292445.0	0.0	2.3296745794063756e-06	0.0
COG5573	0.0	455582.0	10.0	4292445.0	0.0	2.3296745794063756e-06	0.0
COG4113	0.0	455582.0	10.0	4292445.0	0.0	2.3296745794063756e-06	0.0
COG4275	0.0	455582.0	10.0	4292445.0	0.0	2.3296745794063756e-06	0.0
COG3925	0.0	455582.0	10.0	4292445.0	0.0	2.3296745794063756e-06	0.0
COG4901	0.0	455582.0	9.0	4292445.0	0.0	2.096707121465738e-06	0.0
COG3558	0.0	455582.0	9.0	4292445.0	0.0	2.096707121465738e-06	0.0
COG5496	0.0	455582.0	9.0	4292445.0	0.0	2.096707121465738e-06	0.0
COG3099	0.0	455582.0	9.0	4292445.0	0.0	2.096707121465738e-06	0.0
COG0735	0.0	455582.0	9.0	4292445.0	0.0	2.096707121465738e-06	0.0
COG3060	0.0	455582.0	8.0	4292445.0	0.0	1.8637396635251005e-06	0.0
COG0071	0.0	455582.0	8.0	4292445.0	0.0	1.8637396635251005e-06	0.0
COG1917	0.0	455582.0	8.0	4292445.0	0.0	1.8637396635251005e-06	0.0
COG3355	0.0	455582.0	8.0	4292445.0	0.0	1.8637396635251005e-06	0.0
COG1832	0.0	455582.0	8.0	4292445.0	0.0	1.8637396635251005e-06	0.0
COG0605	0.0	455582.0	8.0	4292445.0	0.0	1.8637396635251005e-06	0.0
COG1153	0.0	455582.0	8.0	4292445.0	0.0	1.8637396635251005e-06	0.0
COG3832	0.0	455582.0	8.0	4292445.0	0.0	1.8637396635251005e-06	0.0
COG4831	0.0	455582.0	8.0	4292445.0	0.0	1.8637396635251005e-06	0.0
COG5611	0.0	455582.0	8.0	4292445.0	0.0	1.8637396635251005e-06	0.0
COG2080	0.0	455582.0	8.0	4292445.0	0.0	1.8637396635251005e-06	0.0
COG1047	0.0	455582.0	8.0	4292445.0	0.0	1.8637396635251005e-06	0.0
COG2193	0.0	455582.0	8.0	4292445.0	0.0	1.8637396635251005e-06	0.0
COG0096	0.0	455582.0	7.0	4292445.0	0.0	1.6307722055844629e-06	0.0
COG0355	0.0	455582.0	7.0	4292445.0	0.0	1.6307722055844629e-06	0.0
COG2153	0.0	455582.0	7.0	4292445.0	0.0	1.6307722055844629e-06	0.0
COG2023	0.0	455582.0	7.0	4292445.0	0.0	1.6307722055844629e-06	0.0
COG1869	0.0	455582.0	7.0	4292445.0	0.0	1.6307722055844629e-06	0.0
COG1671	0.0	455582.0	7.0	4292445.0	0.0	1.6307722055844629e-06	0.0
COG1098	0.0	455582.0	7.0	4292445.0	0.0	1.6307722055844629e-06	0.0
COG3731	0.0	455582.0	6.0	4292445.0	0.0	1.3978047476438255e-06	0.0
COG0049	0.0	455582.0	6.0	4292445.0	0.0	1.3978047476438255e-06	0.0
COG2030	0.0	455582.0	6.0	4292445.0	0.0	1.3978047476438255e-06	0.0
COG3011	0.0	455582.0	6.0	4292445.0	0.0	1.3978047476438255e-06	0.0
COG3603	0.0	455582.0	6.0	4292445.0	0.0	1.3978047476438255e-06	0.0
COG0698	0.0	455582.0	6.0	4292445.0	0.0	1.3978047476438255e-06	0.0
COG2164	0.0	455582.0	6.0	4292445.0	0.0	1.3978047476438255e-06	0.0
COG4699	0.0	455582.0	6.0	4292445.0	0.0	1.3978047476438255e-06	0.0
COG0103	0.0	455582.0	6.0	4292445.0	0.0	1.3978047476438255e-06	0.0
COG4004	0.0	455582.0	6.0	4292445.0	0.0	1.3978047476438255e-06	0.0
COG3737	0.0	455582.0	6.0	4292445.0	0.0	1.3978047476438255e-06	0.0
COG4374	0.0	455582.0	6.0	4292445.0	0.0	1.3978047476438255e-06	0.0
COG1803	0.0	455582.0	6.0	4292445.0	0.0	1.3978047476438255e-06	0.0
COG0756	0.0	455582.0	5.0	4292445.0	0.0	1.1648372897031878e-06	0.0
COG1859	0.0	455582.0	5.0	4292445.0	0.0	1.1648372897031878e-06	0.0
COG4033	0.0	455582.0	5.0	4292445.0	0.0	1.1648372897031878e-06	0.0
COG3651	0.0	455582.0	5.0	4292445.0	0.0	1.1648372897031878e-06	0.0
COG1247	0.0	455582.0	5.0	4292445.0	0.0	1.1648372897031878e-06	0.0
COG0783	0.0	455582.0	5.0	4292445.0	0.0	1.1648372897031878e-06	0.0
COG2818	0.0	455582.0	5.0	4292445.0	0.0	1.1648372897031878e-06	0.0
COG3607	0.0	455582.0	5.0	4292445.0	0.0	1.1648372897031878e-06	0.0
COG2110	0.0	455582.0	5.0	4292445.0	0.0	1.1648372897031878e-06	0.0
COG0629	0.0	455582.0	5.0	4292445.0	0.0	1.1648372897031878e-06	0.0
COG4675	0.0	455582.0	5.0	4292445.0	0.0	1.1648372897031878e-06	0.0
COG2522	0.0	455582.0	5.0	4292445.0	0.0	1.1648372897031878e-06	0.0
COG4154	0.0	455582.0	5.0	4292445.0	0.0	1.1648372897031878e-06	0.0
COG0663	0.0	455582.0	5.0	4292445.0	0.0	1.1648372897031878e-06	0.0
COG3270	0.0	455582.0	5.0	4292445.0	0.0	1.1648372897031878e-06	0.0
COG0229	0.0	455582.0	5.0	4292445.0	0.0	1.1648372897031878e-06	0.0
COG5204	0.0	455582.0	4.0	4292445.0	0.0	9.318698317625503e-07	0.0
COG1881	0.0	455582.0	4.0	4292445.0	0.0	9.318698317625503e-07	0.0
COG3085	0.0	455582.0	4.0	4292445.0	0.0	9.318698317625503e-07	0.0
COG3755	0.0	455582.0	4.0	4292445.0	0.0	9.318698317625503e-07	0.0
COG3232	0.0	455582.0	4.0	4292445.0	0.0	9.318698317625503e-07	0.0
COG4014	0.0	455582.0	4.0	4292445.0	0.0	9.318698317625503e-07	0.0
COG2346	0.0	455582.0	4.0	4292445.0	0.0	9.318698317625503e-07	0.0
COG3236	0.0	455582.0	4.0	4292445.0	0.0	9.318698317625503e-07	0.0
COG5485	0.0	455582.0	4.0	4292445.0	0.0	9.318698317625503e-07	0.0
COG0782	0.0	455582.0	4.0	4292445.0	0.0	9.318698317625503e-07	0.0
COG0080	0.0	455582.0	4.0	4292445.0	0.0	9.318698317625503e-07	0.0
COG2811	0.0	455582.0	4.0	4292445.0	0.0	9.318698317625503e-07	0.0
COG3415	0.0	455582.0	4.0	4292445.0	0.0	9.318698317625503e-07	0.0
COG5015	0.0	455582.0	4.0	4292445.0	0.0	9.318698317625503e-07	0.0
COG3241	0.0	455582.0	4.0	4292445.0	0.0	9.318698317625503e-07	0.0
COG1662	0.0	455582.0	4.0	4292445.0	0.0	9.318698317625503e-07	0.0
COG2050	0.0	455582.0	4.0	4292445.0	0.0	9.318698317625503e-07	0.0
COG2703	0.0	455582.0	4.0	4292445.0	0.0	9.318698317625503e-07	0.0
COG0509	0.0	455582.0	4.0	4292445.0	0.0	9.318698317625503e-07	0.0
COG2163	0.0	455582.0	4.0	4292445.0	0.0	9.318698317625503e-07	0.0
COG4101	0.0	455582.0	4.0	4292445.0	0.0	9.318698317625503e-07	0.0
COG1765	0.0	455582.0	4.0	4292445.0	0.0	9.318698317625503e-07	0.0
COG1513	0.0	455582.0	4.0	4292445.0	0.0	9.318698317625503e-07	0.0
COG0100	0.0	455582.0	4.0	4292445.0	0.0	9.318698317625503e-07	0.0
COG3298	0.0	455582.0	3.0	4292445.0	0.0	6.989023738219127e-07	0.0
COG2109	0.0	455582.0	3.0	4292445.0	0.0	6.989023738219127e-07	0.0
COG1720	0.0	455582.0	3.0	4292445.0	0.0	6.989023738219127e-07	0.0
COG4470	0.0	455582.0	3.0	4292445.0	0.0	6.989023738219127e-07	0.0
COG0410	0.0	455582.0	3.0	4292445.0	0.0	6.989023738219127e-07	0.0
COG4049	0.0	455582.0	3.0	4292445.0	0.0	6.989023738219127e-07	0.0
COG0822	0.0	455582.0	3.0	4292445.0	0.0	6.989023738219127e-07	0.0
COG3112	0.0	455582.0	3.0	4292445.0	0.0	6.989023738219127e-07	0.0
COG3542	0.0	455582.0	3.0	4292445.0	0.0	6.989023738219127e-07	0.0
COG4308	0.0	455582.0	3.0	4292445.0	0.0	6.989023738219127e-07	0.0
COG1576	0.0	455582.0	3.0	4292445.0	0.0	6.989023738219127e-07	0.0
COG3805	0.0	455582.0	3.0	4292445.0	0.0	6.989023738219127e-07	0.0
COG3412	0.0	455582.0	3.0	4292445.0	0.0	6.989023738219127e-07	0.0
COG1745	0.0	455582.0	3.0	4292445.0	0.0	6.989023738219127e-07	0.0
COG2199	0.0	455582.0	3.0	4292445.0	0.0	6.989023738219127e-07	0.0
COG3676	0.0	455582.0	3.0	4292445.0	0.0	6.989023738219127e-07	0.0
COG4687	0.0	455582.0	3.0	4292445.0	0.0	6.989023738219127e-07	0.0
COG2118	0.0	455582.0	3.0	4292445.0	0.0	6.989023738219127e-07	0.0
COG4738	0.0	455582.0	3.0	4292445.0	0.0	6.989023738219127e-07	0.0
COG4939	0.0	455582.0	3.0	4292445.0	0.0	6.989023738219127e-07	0.0
COG1778	0.0	455582.0	3.0	4292445.0	0.0	6.989023738219127e-07	0.0
COG0764	0.0	455582.0	2.0	4292445.0	0.0	4.6593491588127513e-07	0.0
COG3255	0.0	455582.0	2.0	4292445.0	0.0	4.6593491588127513e-07	0.0
COG0225	0.0	455582.0	2.0	4292445.0	0.0	4.6593491588127513e-07	0.0
COG5247	0.0	455582.0	2.0	4292445.0	0.0	4.6593491588127513e-07	0.0
COG4273	0.0	455582.0	2.0	4292445.0	0.0	4.6593491588127513e-07	0.0
COG0035	0.0	455582.0	2.0	4292445.0	0.0	4.6593491588127513e-07	0.0
COG0512	0.0	455582.0	2.0	4292445.0	0.0	4.6593491588127513e-07	0.0
COG5502	0.0	455582.0	2.0	4292445.0	0.0	4.6593491588127513e-07	0.0
COG3772	0.0	455582.0	2.0	4292445.0	0.0	4.6593491588127513e-07	0.0
COG1895	0.0	455582.0	2.0	4292445.0	0.0	4.6593491588127513e-07	0.0
COG3602	0.0	455582.0	2.0	4292445.0	0.0	4.6593491588127513e-07	0.0
COG1781	0.0	455582.0	2.0	4292445.0	0.0	4.6593491588127513e-07	0.0
COG0219	0.0	455582.0	2.0	4292445.0	0.0	4.6593491588127513e-07	0.0
COG1838	0.0	455582.0	2.0	4292445.0	0.0	4.6593491588127513e-07	0.0
COG3917	0.0	455582.0	2.0	4292445.0	0.0	4.6593491588127513e-07	0.0
COG3427	0.0	455582.0	2.0	4292445.0	0.0	4.6593491588127513e-07	0.0
COG2005	0.0	455582.0	2.0	4292445.0	0.0	4.6593491588127513e-07	0.0
COG0105	0.0	455582.0	2.0	4292445.0	0.0	4.6593491588127513e-07	0.0
COG5562	0.0	455582.0	2.0	4292445.0	0.0	4.6593491588127513e-07	0.0
COG0328	0.0	455582.0	2.0	4292445.0	0.0	4.6593491588127513e-07	0.0
COG1592	0.0	455582.0	2.0	4292445.0	0.0	4.6593491588127513e-07	0.0
COG3874	0.0	455582.0	2.0	4292445.0	0.0	4.6593491588127513e-07	0.0
COG4918	0.0	455582.0	2.0	4292445.0	0.0	4.6593491588127513e-07	0.0
COG0781	0.0	455582.0	2.0	4292445.0	0.0	4.6593491588127513e-07	0.0
COG0221	0.0	455582.0	2.0	4292445.0	0.0	4.6593491588127513e-07	0.0
COG2172	0.0	455582.0	2.0	4292445.0	0.0	4.6593491588127513e-07	0.0
COG2969	0.0	455582.0	2.0	4292445.0	0.0	4.6593491588127513e-07	0.0
COG3012	0.0	455582.0	2.0	4292445.0	0.0	4.6593491588127513e-07	0.0
COG4518	0.0	455582.0	2.0	4292445.0	0.0	4.6593491588127513e-07	0.0
COG1308	0.0	455582.0	2.0	4292445.0	0.0	4.6593491588127513e-07	0.0
COG4832	0.0	455582.0	2.0	4292445.0	0.0	4.6593491588127513e-07	0.0
COG1666	0.0	455582.0	2.0	4292445.0	0.0	4.6593491588127513e-07	0.0
COG4283	0.0	455582.0	2.0	4292445.0	0.0	4.6593491588127513e-07	0.0
COG2310	0.0	455582.0	2.0	4292445.0	0.0	4.6593491588127513e-07	0.0
COG3157	0.0	455582.0	2.0	4292445.0	0.0	4.6593491588127513e-07	0.0
COG0816	0.0	455582.0	2.0	4292445.0	0.0	4.6593491588127513e-07	0.0
COG2185	0.0	455582.0	2.0	4292445.0	0.0	4.6593491588127513e-07	0.0
COG4288	0.0	455582.0	2.0	4292445.0	0.0	4.6593491588127513e-07	0.0
COG1522	0.0	455582.0	2.0	4292445.0	0.0	4.6593491588127513e-07	0.0
COG4804	0.0	455582.0	2.0	4292445.0	0.0	4.6593491588127513e-07	0.0
COG3543	0.0	455582.0	2.0	4292445.0	0.0	4.6593491588127513e-07	0.0
COG2954	0.0	455582.0	2.0	4292445.0	0.0	4.6593491588127513e-07	0.0
COG1142	0.0	455582.0	2.0	4292445.0	0.0	4.6593491588127513e-07	0.0
COG1595	0.0	455582.0	2.0	4292445.0	0.0	4.6593491588127513e-07	0.0
COG3445	0.0	455582.0	2.0	4292445.0	0.0	4.6593491588127513e-07	0.0
COG2343	0.0	455582.0	2.0	4292445.0	0.0	4.6593491588127513e-07	0.0
COG0302	0.0	455582.0	2.0	4292445.0	0.0	4.6593491588127513e-07	0.0
COG0622	0.0	455582.0	2.0	4292445.0	0.0	4.6593491588127513e-07	0.0
COG1610	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG4334	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
COG0163	0.0	455582.0	1.0	4292445.0	0.0	2.3296745794063757e-07	0.0
